,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,total_spent,parent,total_accepted_coupons,number_of_total_purchases
1917,Post Graduate,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,42,47,1,0,8
1918,Graduate,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,47,137,0,0,8
1919,Post Graduate,In Relationship,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,58,21,2,0,4
1920,Under Graduate,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,46,70,1,0,6
1921,Under Graduate,In Relationship,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,51,909,1,0,22
1922,Graduate,Single,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,67,1676,0,4,22
1923,Post Graduate,Single,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,80,1735,0,1,26
1924,Graduate,Single,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,64,1191,2,0,30
1925,Post Graduate,In Relationship,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,46,24,1,0,5
1926,Post Graduate,In Relationship,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,54,1182,1,2,20
1927,Graduate,In Relationship,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,53,1280,0,0,14
1928,Graduate,Single,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,66,1336,0,0,19
1929,Post Graduate,In Relationship,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,58,749,2,0,24
1930,Post Graduate,In Relationship,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,49,91,2,0,7
1931,Post Graduate,In Relationship,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,76,414,1,0,15
1932,Post Graduate,In Relationship,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,41,44,1,0,9
1933,Post Graduate,In Relationship,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,55,63,2,0,8
1934,Graduate,In Relationship,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,72,901,1,0,23
1935,Under Graduate,In Relationship,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,48,38,2,0,6
1936,Post Graduate,Single,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,67,455,1,0,20
1937,Post Graduate,Single,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,74,775,1,0,24
1938,Post Graduate,In Relationship,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,64,15,1,0,4
1939,Graduate,In Relationship,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,50,38,1,0,6
1940,Post Graduate,In Relationship,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,39,1512,0,3,22
1941,Graduate,In Relationship,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,73,43,1,0,5
1942,Graduate,Single,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,46,42,1,0,5
1943,Graduate,In Relationship,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,39,1089,0,0,23
1944,Post Graduate,In Relationship,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,47,162,1,0,9
1945,Graduate,Single,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,72,1272,0,0,19
1946,Graduate,In Relationship,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,41,1173,0,0,20
1947,Post Graduate,In Relationship,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,49,816,1,0,22
1948,Graduate,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,55,74,2,0,9
1949,Graduate,In Relationship,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,69,134,1,0,9
1950,Post Graduate,Single,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,83,157,0,0,9
1951,Graduate,In Relationship,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,47,561,1,0,18
1952,Graduate,Single,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,72,1336,0,0,19
1953,Post Graduate,In Relationship,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,47,2092,0,0,23
1954,Post Graduate,Single,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,59,463,0,0,16
1955,Post Graduate,Single,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,73,1130,0,0,17
1956,Graduate,In Relationship,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,47,20,1,0,5
1957,Graduate,Single,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,67,377,1,1,18
1958,Graduate,Single,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,33,1544,0,1,28
1959,Post Graduate,Single,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,73,138,2,0,10
1960,Post Graduate,In Relationship,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,58,1012,1,0,26
1961,Post Graduate,Single,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,61,1766,0,3,15
1962,Graduate,In Relationship,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,45,45,2,0,9
1963,Graduate,Single,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,71,161,2,0,10
1964,Graduate,Single,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,57,144,1,0,8
1965,Graduate,In Relationship,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,76,1734,0,0,26
1966,Graduate,In Relationship,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,51,823,1,0,22
1967,Graduate,In Relationship,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,60,1138,1,0,28
1968,Graduate,Single,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,74,1429,0,1,21
1969,Post Graduate,In Relationship,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,45,1371,0,2,21
1970,Graduate,Single,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,57,982,1,1,16
1971,Graduate,Single,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,40,44,1,1,5
1972,Graduate,In Relationship,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,52,318,2,0,17
1973,Graduate,In Relationship,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,48,434,1,0,16
1974,Under Graduate,In Relationship,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,52,198,2,0,12
1975,Graduate,In Relationship,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,54,359,1,0,25
1976,Under Graduate,In Relationship,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,60,576,0,0,18
1977,Post Graduate,Single,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,55,88,2,0,11
1978,Graduate,In Relationship,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,44,63,1,0,6
1979,Post Graduate,Single,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,39,27,1,1,4
1980,Graduate,In Relationship,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,39,193,1,0,11
1981,Post Graduate,Single,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,49,101,1,0,9
1982,Graduate,In Relationship,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,72,2211,0,2,21
1983,Post Graduate,In Relationship,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,61,140,1,0,8
1984,Graduate,Single,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,48,415,2,0,22
1985,Graduate,In Relationship,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,66,22,1,0,4
1986,Graduate,In Relationship,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,45,263,2,0,16
1987,Graduate,In Relationship,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,32,393,0,0,12
1988,Graduate,In Relationship,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,37,147,1,0,10
1989,Graduate,In Relationship,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,67,443,1,0,16
1990,Post Graduate,Single,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,60,1958,0,1,19
1991,Post Graduate,In Relationship,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,52,174,1,0,10
1992,Post Graduate,Single,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,76,2217,0,1,27
1993,Graduate,Single,94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,65,1691,1,2,16
1994,Graduate,In Relationship,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,63,25,2,0,6
1995,Under Graduate,In Relationship,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,43,809,0,3,21
1996,Graduate,In Relationship,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,48,895,0,1,16
1997,Post Graduate,In Relationship,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,48,484,1,0,18
1998,Post Graduate,In Relationship,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,50,413,1,1,18
1999,Under Graduate,Single,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,43,331,1,0,12
2000,Graduate,Single,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,53,25,1,0,5
2001,Post Graduate,Single,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,56,13,1,0,4
2002,Graduate,In Relationship,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,53,115,1,0,10
2003,Graduate,Single,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,57,16,0,0,4
2004,Post Graduate,Single,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,51,92,2,0,9
2005,Graduate,In Relationship,30368.0,0,1,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,46,52,1,0,7
2006,Graduate,In Relationship,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,53,1464,1,0,23
2007,Graduate,Single,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,59,441,1,1,17
2008,Post Graduate,Single,68805.0,0,1,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,64,283,1,0,12
2009,Post Graduate,In Relationship,65814.0,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,57,747,1,0,23
2010,Graduate,Single,71964.0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,65,1870,0,0,17
2011,Graduate,Single,39146.0,1,0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,37,165,1,0,11
2012,Graduate,In Relationship,96876.0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,46,1941,0,3,24
2013,Under Graduate,In Relationship,34445.0,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,42,839,0,0,27
2014,Graduate,Single,68281.0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,65,1655,0,0,25
2015,Under Graduate,In Relationship,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,48,23,2,0,4
2016,Graduate,In Relationship,36790.0,0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,40,66,0,0,6
2017,Graduate,In Relationship,27943.0,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,56,37,2,0,8
2018,Graduate,Single,22263.0,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,72,21,2,0,6
2019,Graduate,In Relationship,30261.0,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,51,22,3,0,4
2020,Graduate,In Relationship,28587.0,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,45,78,1,0,9
2021,Post Graduate,In Relationship,43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,41,79,1,0,6
2022,Graduate,In Relationship,48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,67,265,2,0,17
2023,Post Graduate,In Relationship,77027.0,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,71,1175,1,0,19
2024,Post Graduate,In Relationship,71322.0,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,58,1305,1,0,28
2025,Post Graduate,In Relationship,32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,44,46,1,0,8
2026,Graduate,In Relationship,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,58,25,2,0,4
2027,Graduate,Single,23272.0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,70,46,0,0,5
2028,Post Graduate,In Relationship,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,74,874,1,1,26
2029,Under Graduate,In Relationship,7500.0,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,38,100,1,0,10
2030,Post Graduate,Single,68117.0,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,76,930,1,1,25
2031,Graduate,In Relationship,67225.0,0,1,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,68,868,1,0,23
2032,Graduate,In Relationship,17649.0,1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,47,45,1,0,9
2033,Graduate,In Relationship,55914.0,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,48,1260,1,0,29
2034,Graduate,In Relationship,40059.0,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,39,414,1,1,12
2035,Graduate,In Relationship,60905.0,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,73,392,1,0,15
2036,Graduate,In Relationship,75330.0,1,1,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,46,1109,2,0,29
2037,Graduate,Single,60689.0,0,1,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,72,639,1,0,22
2038,Graduate,In Relationship,38680.0,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,39,79,1,0,6
2039,Graduate,In Relationship,61416.0,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,41,1665,0,1,24
2040,Graduate,Single,49767.0,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,32,692,0,0,18
2041,Graduate,Single,83273.0,1,2,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,53,1392,3,0,29
2042,Graduate,In Relationship,29009.0,1,0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,42,44,1,0,7
2043,Post Graduate,In Relationship,45057.0,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,44,50,1,0,6
2044,Graduate,In Relationship,37150.0,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,52,467,1,0,21
2045,Graduate,Single,43020.0,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,53,223,1,0,12
2046,Graduate,In Relationship,53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,64,158,1,0,9
2047,Graduate,In Relationship,65308.0,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,50,1211,0,2,28
2048,Graduate,Single,76467.0,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,53,1575,1,0,14
2049,Under Graduate,In Relationship,81044.0,0,0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,76,1208,0,0,22
2050,Graduate,In Relationship,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,72,43,2,0,5
2051,Graduate,Single,55801.0,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,48,527,2,1,21
2052,Graduate,Single,76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,64,932,1,0,15
2053,Post Graduate,Single,36927.0,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,68,71,2,0,8
2054,Graduate,In Relationship,48794.0,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,70,54,2,0,5
2055,Graduate,Single,23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,58,129,0,0,7
2056,Graduate,Single,71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,50,1615,1,0,27
2057,Post Graduate,Single,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,47,1034,1,0,26
2058,Graduate,In Relationship,59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,73,1088,1,0,25
2059,Post Graduate,In Relationship,52247.25135379061,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,54,721,2,0,25
2060,Graduate,In Relationship,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,54,137,1,0,10
2061,Post Graduate,Single,52247.25135379061,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,42,47,1,0,8
2062,Post Graduate,In Relationship,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,41,1244,0,0,17
2063,Graduate,In Relationship,42554.0,1,1,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,45,41,2,0,7
2064,Graduate,In Relationship,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,49,1174,1,0,32
2065,Graduate,Single,67046.0,0,1,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,72,993,1,0,15
2066,Graduate,In Relationship,42192.0,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,75,100,0,0,7
2067,Post Graduate,In Relationship,77610.0,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,71,1680,1,0,17
2068,Graduate,In Relationship,31761.0,1,0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,39,98,1,0,9
2069,Graduate,In Relationship,34350.0,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,44,48,1,0,5
2070,Graduate,In Relationship,54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,74,519,1,0,19
2071,Graduate,In Relationship,71866.0,0,1,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,67,715,1,0,20
2072,Graduate,In Relationship,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,54,37,1,0,5
2073,Post Graduate,Single,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,36,653,0,0,20
2074,Graduate,In Relationship,69520.0,0,0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,40,1455,0,0,21
2075,Graduate,Single,64713.0,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1,53,602,1,0,19
2076,Post Graduate,In Relationship,27889.0,1,0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,46,26,1,0,5
2077,Under Graduate,Single,22123.0,0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,63,102,0,0,7
2078,Graduate,In Relationship,52247.25135379061,1,1,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,52,97,2,0,10
2079,Post Graduate,In Relationship,52247.25135379061,0,1,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,69,207,1,0,11
2080,Graduate,In Relationship,27803.0,1,0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,50,176,1,0,9
2081,Graduate,Single,52247.25135379061,0,1,95,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0,68,450,1,0,15
2082,Graduate,In Relationship,51651.0,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,63,433,1,0,17
2083,Graduate,In Relationship,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,35,1366,0,0,30
2084,Post Graduate,Single,52247.25135379061,0,0,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,0,1,80,1564,0,1,22
2085,Graduate,In Relationship,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,54,1001,1,0,27
2086,Under Graduate,In Relationship,87000.0,0,0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,31,961,0,0,18
2087,Graduate,In Relationship,79823.0,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,64,1518,1,1,23
2088,Graduate,Single,30828.0,1,0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,43,56,1,0,8
2089,Post Graduate,In Relationship,34109.0,0,1,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,52,22,1,0,4
2090,Post Graduate,Single,53367.0,1,1,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,1,49,400,2,0,21
2091,Under Graduate,In Relationship,22390.0,0,0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,54,26,0,0,4
2092,Graduate,In Relationship,71322.0,0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,47,350,1,0,13
2093,Graduate,Single,79244.0,0,0,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,0,1,30,1216,0,2,22
2094,Post Graduate,In Relationship,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,74,874,1,1,26
2095,Post Graduate,In Relationship,48699.0,1,1,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0,73,40,2,0,5
2096,Graduate,In Relationship,80144.0,0,0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,48,1367,0,0,19
2097,Graduate,Single,54252.0,1,1,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,67,264,2,0,15
2098,Post Graduate,In Relationship,81929.0,1,0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0,1,47,2053,1,2,20
2099,Graduate,In Relationship,76068.0,0,1,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,48,1376,1,2,10
2100,Post Graduate,In Relationship,53204.0,1,1,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,47,45,2,0,5
2101,Post Graduate,In Relationship,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,74,976,1,0,27
2102,Under Graduate,In Relationship,14796.0,1,0,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,1,39,51,1,0,6
2103,Post Graduate,In Relationship,78128.0,0,1,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,0,49,1264,1,2,20
2104,Under Graduate,In Relationship,14188.0,0,0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,51,75,0,0,7
2105,Under Graduate,In Relationship,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,37,57,1,0,7
2106,Post Graduate,In Relationship,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,61,140,1,0,8
2107,Graduate,Single,72967.0,0,1,1,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,0,1,53,497,1,1,19
2108,Post Graduate,In Relationship,48150.0,0,1,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,74,266,1,0,13
2109,Graduate,Single,82332.0,0,0,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0,1,62,2006,0,1,21
